日期,钻石(细支荷花),钻石(软绿),钻石(荷花),中南海(硬酷爽风尚),中南海(特高),中南海(软蓝色时光),中南海(软精品),中南海(京韵细支烤烟),中南海(金8mg),中南海(典8),中南海(5mg细支),中华(硬),中华(双中支),中华(软),中华(金中支),真龙(美人香草),真龙(凌云),真龙(锦绣),长城(醇雅奶香),长城(醇雅薄荷),长白山(迎春中支),长白山(神韵),长白山(软红),长白山(红),长白山(777),云烟(紫),云烟(小熊猫家园),云烟(细支珍品),云烟(细支大重九),云烟(神秘花园),云烟(软紫),云烟(软珍品),云烟(软大重九),玉溪(中支和谐),玉溪(硬),玉溪(细支清香世家),玉溪(细支初心),玉溪(细支阿诗玛),玉溪(软红人民大会堂),玉溪(软),玉溪(高配版),玉溪(初心),玉溪(108),王冠(原味9号塑嘴十支),王冠(原味1号),王冠(塑2支全叶卷),王冠(梅兰竹菊),万宝路(软红2.0),万宝路(软红),土楼(1575),泰山(心悦),泰山(宏图),泰山(红将军),苏烟(五星红杉树),苏烟(软金砂),苏烟(沉香),双喜(软国际),石狮(平安),三沙(细支),人民大会堂(缘香),人民大会堂(御廷兰香),人民大会堂(硬红细支),人民大会堂(硬红),人民大会堂(太和),人民大会堂(兰香细支),人民大会堂(红玫瑰细支),人民大会堂(古瓷细支),人民大会堂(古瓷8mg),人民大会堂(大生产振兴),七匹狼(金砖中支),七匹狼(金砖时代),七匹狼(金砂),七匹狼(金),七匹狼(豪情),七匹狼(白),南京(雨花石),南京(炫赫门),南京(细支九五),南京(十二钗中式混合型),南京(十二钗烤烟),南京(十二钗薄荷),南京(软九五),南京(九五),南京(红),牡丹(软蓝),牡丹(软),牡丹(金细支),牡丹(金短支),庐山(精品),庐山(黄精品),龙烟(呈祥),利群(长嘴),利群(夜西湖),利群(休闲),利群(新版),利群(西子阳光),利群(西湖恋),利群(软长嘴),利群(软蓝),利群(江南忆),兰州(硬精品),金圣(硬滕王阁),金圣(滕王阁紫光),金桥(软混),娇子(时代阳光),娇子(X),将军(战神),建牌(薄荷中空4),黄山(中国画细支),黄山(硬记忆),黄山(印象一品),黄山(新一品),黄山(软一品),黄山(记忆),黄山(徽商新概念细支),黄山(红方印细支),黄山(大壹品),黄山(大红方印),黄金叶(炫尚),黄金叶(小目标),黄金叶(喜满堂),黄金叶(天叶),黄金叶(天香细支),黄金叶(金满堂),黄金叶(爱尚),黄鹤楼(硬银紫),黄鹤楼(硬雅韵),黄鹤楼(硬峡谷柔情),黄鹤楼(硬峡谷情细支),黄鹤楼(硬峡谷情),黄鹤楼(硬天下胜景),黄鹤楼(硬奇景),黄鹤楼(硬平安),黄鹤楼(硬南洋叁号),黄鹤楼(硬金砂),黄鹤楼(硬1916),黄鹤楼(雪之景9号),黄鹤楼(雪之景5号),黄鹤楼(雪之景3号),黄鹤楼(雪之景2号),黄鹤楼(天下名楼),黄鹤楼(软蓝),黄鹤楼(软鸿运),黄果树(长征),红塔山(硬经典100),红塔山(硬传奇),红塔山(新时代),红塔山(细支传奇),红塔山(软经典),红双喜(硬上海),红双喜(软),红双喜(南洋经典),红旗渠(雪茄),红旗渠(芒果),红梅(软顺),红梅(软黄),红金龙(硬蓝爱你),红金龙(硬爱你爆珠),红金龙(硬爱你),红河(硬),红河(小熊猫世纪风),红河(软88),好猫(金丝猴),哈德门(精品),哈德门(金典),贵烟(硬小国酒香),贵烟(新贵),贵烟(小国酒香),贵烟(跨越),贵烟(金百合),贵烟(国酒香30),贵烟(萃),芙蓉王(硬细支),芙蓉王(硬闪带细支),芙蓉王(硬领航),芙蓉王(硬蓝新版),芙蓉王(硬蓝细支),芙蓉王(硬),芙蓉王(蓝),凤凰(细支),钓鱼台(中支),大前门(硬),大前门(软),大前门(短支),白沙(硬新精品二代),白沙(硬细支和天下),白沙(硬天天向上细支),白沙(软),白沙(绿和),白沙(精品二代),白沙(和天下),爱喜(幻变),555金　锐,555(星空细支),555(冰炫),云烟(细支云龙),雄狮(硬),七匹狼(蓝),黄果树(软),云烟(红),黄果树(长征红星照耀),庐山(硬),白沙(硬),红金龙(硬晓楼银),黄山(硬一品),红旗渠(软红),钻石(细支尚风),七匹狼(纯境),黄山(中国松),红塔山(硬欣经典),双喜(花悦),万宝路(硬冰爵),黄金叶(软大金圆),利群(软红长嘴),黄山(大黄山),七匹狼(16支纯香),贵烟(多彩),贵烟(甜乡洞藏),都宝(纯正9号),黄鹤楼(硬嘉禧缘),泰山(望岳),金圣(庐山),人民大会堂(红星),兰州(16支吉祥),泰山(青秀),都宝(新),红金龙(硬虹之彩),黄金叶(黄金眼),黄鹤楼(硬万年红),红双喜(6mg),黄金叶(鸿运),钻石(时尚),黄山(小红方印),黄金叶(百年浓香),黄鹤楼(硬珍品),芙蓉王(软蓝),红塔山(传奇),黄鹤楼(硬雪之景),黄鹤楼(软雪之景),七匹狼(君如意),王冠(塑10支),红金龙(晓楼),双喜(邮喜),兰州(桥),爱喜(薄荷),玉溪(软尚善),人民大会堂(国典1959),玉溪(人民大会堂本香),建牌(HD银4),王冠(原味9号),利群(硬),黄鹤楼(硬满天星),娇子(宽窄如意),娇子(宽窄自在),龙凤呈祥(花开富贵),泰山(红将二代),玉溪(中支阿诗玛)
20171107,0,57,0,0,41,121,14,0,814,224,0,461,10,249,0,8,108,35,32,0,0,0,1742,3093,0,638,0,61,0,5,497,105,46,0,262,84,51,73,288,1371,0,51,114,0,15,0,0,47,0,0,138,153,479,64,0,24,1060,2427,0,0,0,284,2478,2,16,0,23,0,0,0,0,204,721,1870,2405,110,6600,8,0,407,221,8,0,18,29,343,0,0,1149,0,0,164,0,68,1960,43,52,182,55,0,865,135,0,161,370,442,1,0,158,0,0,0,1545,97,0,92,127,6,0,0,485,46,17,685,121,220,215,11,17,0,0,48,52,0,333,41,0,1,3,27,696,411,234,4602,716,0,0,0,3592,6,134,0,1928,0,2549,6632,4181,150,352,1506,500,1166,0,9641,0,0,88,0,266,0,11,0,247,0,0,22,0,191,9,197,0,0,0,132,432,11,0,0,714,0,0,0,30,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171108,0,50,0,0,33,69,29,0,679,209,0,510,30,253,0,11,93,32,11,0,0,0,1515,2745,0,606,0,93,0,42,426,75,72,0,242,63,70,74,363,1374,0,60,140,0,23,0,0,69,0,0,164,143,389,75,0,46,936,1804,0,0,5,326,2261,16,29,0,21,0,0,0,0,183,523,1667,1772,189,6599,16,0,451,203,16,0,19,49,291,0,0,919,0,0,192,0,75,1843,126,78,207,50,0,659,113,0,0,391,345,3,0,154,0,0,0,1445,63,0,111,69,13,0,0,380,50,19,594,177,195,329,10,17,80,0,53,55,0,289,48,0,6,10,37,584,336,181,4172,629,0,0,0,3113,32,124,0,1534,0,2403,6330,3959,161,334,1162,370,929,0,9259,0,0,72,0,311,0,10,0,296,0,0,26,0,220,13,251,0,0,0,129,325,6,0,0,610,0,0,0,42,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171109,0,33,0,0,36,60,21,0,637,191,0,404,0,191,0,8,96,20,13,0,0,0,1586,2991,0,377,0,59,0,11,376,78,24,0,148,51,39,53,332,1196,0,33,102,0,22,0,0,42,0,0,116,143,440,11,0,7,882,2108,0,0,9,263,2084,1,11,0,10,0,0,0,0,153,599,1593,1493,116,6391,0,0,304,164,0,0,9,13,276,0,0,943,0,0,168,0,24,1782,51,60,162,28,0,660,160,119,0,352,318,0,0,110,0,0,0,1664,67,0,71,85,16,0,0,286,25,8,538,102,151,243,2,8,55,0,34,22,0,207,23,0,10,6,14,441,353,168,4291,546,0,0,0,3326,21,134,0,1437,0,2697,6605,3721,149,392,1151,271,751,0,10021,0,0,63,0,227,0,2,0,203,0,0,6,0,167,4,199,0,0,0,106,266,0,0,0,584,0,0,0,42,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171110,0,35,0,0,37,62,22,0,686,192,0,393,10,190,0,14,92,25,16,0,0,0,1604,2700,0,468,0,88,0,21,366,108,43,0,147,57,61,62,324,1102,0,40,108,0,12,0,0,32,0,0,141,111,377,0,0,30,901,1990,0,0,5,266,1984,5,21,0,23,0,0,0,0,189,506,1475,1897,147,6225,14,0,342,200,14,0,13,54,295,0,0,898,0,0,154,0,57,1649,125,91,150,54,0,626,89,169,0,285,369,0,0,136,0,0,0,1458,82,0,93,118,5,0,0,358,37,12,467,127,190,252,4,12,90,0,50,41,0,233,38,0,3,9,10,518,348,209,3921,546,0,0,0,3162,18,82,0,1532,0,2357,6414,3837,148,344,1338,398,862,0,8958,0,0,51,0,212,0,4,0,241,0,0,35,0,181,13,179,0,0,0,106,366,0,0,0,598,0,0,0,50,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171113,20,61,21,0,48,99,15,0,647,184,0,292,10,269,0,25,132,37,9,0,0,0,1764,3043,486,529,0,66,0,17,471,124,107,0,178,74,50,72,398,1415,0,45,128,0,12,0,0,44,0,0,167,159,431,0,52,11,948,1705,0,0,0,306,2292,3,28,0,18,0,0,0,0,221,660,1707,1962,167,3184,3,0,389,229,8,21,21,35,361,0,0,755,0,0,168,0,11,2665,73,91,196,81,0,816,163,201,0,423,505,6,0,143,0,0,1638,1739,81,0,114,96,11,0,0,459,81,92,691,175,200,276,96,81,36,0,42,44,0,329,69,0,0,17,52,778,405,265,3958,728,0,0,0,3528,29,145,0,1503,0,2457,5998,4264,193,372,1177,432,952,0,981,0,0,95,0,313,0,32,0,277,0,0,23,0,221,12,46,0,0,0,136,330,0,0,7675,627,0,0,0,62,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171114,19,63,19,0,47,111,26,0,836,186,0,286,10,257,0,7,108,36,24,0,0,0,1905,3154,501,697,0,54,0,24,512,119,83,0,265,75,36,58,314,1386,0,49,143,0,10,0,0,51,0,0,133,147,484,0,35,6,1064,1783,0,0,0,291,2572,4,5,0,34,0,0,0,0,255,715,2050,2019,102,3215,4,0,322,198,8,10,19,27,355,0,0,1038,0,0,161,0,10,2920,26,50,198,56,0,862,180,132,0,428,455,4,0,104,0,0,1728,1789,78,0,105,102,12,0,0,507,86,91,640,152,232,235,97,85,40,0,50,38,0,361,75,0,5,9,24,739,383,272,4580,800,0,0,0,3713,25,143,0,1882,0,2684,6215,4486,157,357,1508,459,1154,0,1018,0,0,84,0,255,0,30,0,252,0,0,8,0,180,7,48,0,0,0,131,469,0,0,7866,671,0,0,0,64,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171115,19,49,18,0,27,73,19,0,584,159,0,295,30,275,0,17,82,34,15,0,0,0,1392,2459,471,461,0,83,0,26,340,71,142,0,169,77,66,50,381,1251,0,39,136,1,5,0,0,32,0,0,137,269,323,0,56,12,822,1303,0,0,0,310,1963,12,20,0,16,0,0,0,0,193,486,1237,1318,190,2834,8,0,348,184,33,14,19,19,286,0,0,784,0,0,166,0,8,2426,46,88,217,35,0,547,78,177,0,279,280,1,0,123,0,0,1553,1267,72,0,81,83,7,0,0,293,87,96,514,110,171,282,99,84,88,0,56,46,0,278,78,0,3,7,23,549,289,232,3310,562,0,0,0,2984,27,90,0,1141,0,2372,4976,4219,159,351,984,347,810,0,936,0,0,53,0,302,0,31,0,273,0,0,11,0,178,6,52,0,0,0,119,277,0,0,6446,490,0,0,0,40,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171116,8,29,8,0,40,46,19,0,633,142,0,211,0,198,0,7,85,21,25,0,0,0,1517,2729,432,406,0,46,0,4,393,85,56,0,137,47,25,36,249,1240,0,20,112,0,6,0,0,46,0,0,98,188,447,0,29,4,953,1383,0,0,2,217,1803,0,3,0,8,0,0,0,0,172,533,1146,1307,112,2602,0,0,250,132,4,8,8,9,270,0,0,944,0,0,152,0,2,2373,25,51,155,38,0,683,115,111,0,357,303,2,0,82,0,0,1617,1459,54,0,62,75,15,0,0,368,61,75,502,97,131,215,62,53,44,0,44,22,0,186,57,0,3,9,14,437,289,185,3449,508,0,0,0,3117,22,104,0,1323,0,2490,5368,4164,134,357,877,328,758,0,936,0,0,74,0,215,0,16,0,206,0,0,0,0,198,2,37,0,0,0,103,302,0,0,6418,599,0,0,0,43,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171117,12,36,12,0,40,75,17,0,710,153,0,232,10,212,0,17,87,24,22,0,0,0,1524,2696,457,398,0,85,0,9,369,110,86,0,190,54,51,50,313,1147,0,43,116,1,26,0,0,17,0,0,130,254,365,0,66,22,788,1439,0,0,2,263,1828,2,10,0,26,0,0,0,0,166,534,1169,1619,132,2706,6,0,319,181,14,25,12,39,283,0,0,874,0,0,166,0,2,2300,58,69,150,58,0,623,116,108,0,322,355,1,0,101,0,0,1516,1368,71,0,90,93,7,0,0,359,53,72,518,117,130,272,54,53,68,0,50,35,0,279,52,0,1,5,21,588,355,240,3542,616,0,0,0,3087,25,131,0,1382,0,2365,5307,4110,161,340,1210,407,808,0,941,0,0,67,0,222,0,24,0,221,0,0,18,0,203,8,36,0,0,0,106,349,0,0,5938,581,0,0,0,38,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171120,20,70,21,0,46,87,24,0,777,145,0,358,20,293,0,17,131,41,28,0,0,0,1179,1588,525,652,0,77,0,18,506,110,101,0,186,63,46,55,354,1488,0,32,118,4,10,0,0,48,0,0,167,373,461,0,0,20,706,1736,28,0,1,398,2368,0,34,0,23,0,0,0,0,212,678,1977,2152,177,3181,3,0,379,242,6,24,21,38,366,0,0,1006,0,0,176,0,17,2868,83,83,201,64,0,901,190,124,0,462,459,1,0,129,0,0,848,2652,105,0,113,109,7,0,0,518,80,91,744,173,182,371,21,77,0,0,48,38,0,331,47,0,3,8,21,677,421,249,4288,759,0,0,0,3612,43,176,0,1326,0,1978,1671,4841,223,360,1275,470,1186,0,4644,0,0,93,0,237,0,21,0,262,0,0,0,0,258,0,176,0,0,0,128,412,21,200,1687,735,0,46,0,63,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171121,18,33,19,0,39,73,30,0,828,158,0,355,10,311,0,13,120,26,20,0,0,0,1051,1537,466,635,0,42,0,7,560,91,77,0,238,62,32,47,318,1453,0,44,131,4,29,0,1,37,0,0,133,275,498,0,0,8,662,1825,36,0,2,398,2433,5,1,0,19,0,0,0,0,217,706,1889,1882,115,3058,4,0,338,161,8,15,19,21,348,0,0,1053,0,0,175,0,13,2683,42,69,200,61,0,907,175,81,0,439,401,1,0,116,0,0,830,2214,72,0,91,94,7,0,0,421,89,96,648,130,180,317,17,93,0,0,48,32,0,349,43,0,5,12,16,584,372,241,4322,688,0,0,0,3636,23,157,0,1492,0,2004,1724,4822,181,342,1578,469,1108,0,4763,0,0,82,0,209,0,17,0,250,0,0,4,0,214,0,185,0,0,0,125,349,18,152,1678,719,0,39,0,28,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171122,19,24,19,0,33,51,20,0,708,114,0,333,30,311,0,9,85,31,8,0,0,0,912,1314,438,543,0,92,0,24,408,75,144,0,153,55,41,46,314,1186,0,31,132,1,32,0,1,29,0,0,154,501,333,0,0,13,506,1255,55,0,0,358,1915,10,20,0,12,0,0,0,0,139,506,1368,1392,187,2862,8,0,306,160,16,18,17,23,279,0,0,616,0,0,145,0,14,2363,81,77,191,41,0,509,62,113,0,294,335,4,0,112,0,0,739,1319,73,0,88,65,5,0,0,291,88,94,551,120,113,319,19,81,0,0,56,36,0,251,48,0,2,9,9,470,323,170,3278,504,0,0,0,3030,30,83,0,1000,0,1894,1387,4677,146,299,940,342,768,0,4219,0,0,50,0,205,0,19,0,236,0,0,4,0,153,0,174,0,0,0,122,262,18,156,1384,491,0,44,0,35,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171123,9,0,9,0,24,39,18,0,565,110,0,256,0,219,0,11,61,32,10,0,0,0,957,1425,392,341,0,42,0,10,405,73,55,0,121,43,14,34,246,1008,0,23,94,4,1,0,0,11,0,0,93,175,351,0,0,2,395,1372,39,0,1,307,1811,0,0,0,14,0,0,0,0,130,532,1442,1356,111,2649,0,0,227,116,0,7,9,10,267,0,0,772,0,0,130,0,6,2261,33,53,132,34,0,552,142,76,0,264,260,0,0,75,0,0,838,1674,63,0,59,58,8,0,0,267,62,69,483,101,128,192,9,48,0,0,42,16,0,223,21,0,4,8,12,405,299,150,3783,467,0,0,0,3069,32,125,0,1092,0,1958,1515,4544,121,326,985,303,780,0,4473,0,0,55,0,154,0,9,0,165,0,0,1,0,164,0,118,0,0,0,104,274,9,148,1499,438,0,21,0,29,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171124,11,42,11,0,33,92,16,0,769,140,0,264,10,229,0,11,94,37,23,0,0,0,984,1377,421,530,0,76,0,7,433,123,86,0,156,64,45,65,294,1214,0,39,116,1,11,0,0,38,0,0,140,306,445,0,0,20,2,1663,31,0,0,411,2171,6,12,0,26,0,0,0,0,214,642,1668,1792,151,2667,6,0,300,162,12,27,11,43,289,0,0,1064,0,0,157,0,7,2211,73,77,147,55,0,781,186,90,0,393,444,0,0,108,0,0,749,1842,76,0,81,138,22,0,0,464,52,71,711,139,166,290,10,51,0,0,48,20,0,274,36,0,7,9,3,501,367,230,3808,636,0,0,0,3277,31,178,0,1337,0,1857,1530,4277,149,315,1397,475,921,0,4266,0,0,74,0,184,0,10,0,201,0,0,4,0,184,0,140,0,0,0,105,392,10,163,1445,753,0,32,0,53,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171127,20,67,21,0,39,124,19,0,755,0,0,360,20,311,0,16,92,25,16,0,0,0,1184,3264,494,592,0,74,0,35,540,91,48,0,182,82,48,68,432,1475,0,48,120,4,14,0,1,47,0,0,168,187,522,0,0,0,0,1713,31,0,0,516,2371,2,21,0,22,0,0,0,0,227,790,1433,2016,171,5110,6,0,411,213,6,12,21,10,358,0,0,1028,0,0,169,0,12,3042,87,75,183,67,0,964,139,131,0,471,493,0,132,127,0,0,0,2074,132,0,117,155,15,0,0,509,52,88,563,148,198,86,21,49,8,39,42,0,0,202,20,0,2,8,22,286,218,172,4178,715,0,0,0,4803,52,177,0,1300,0,959,4658,2040,352,149,1239,543,998,0,4513,0,0,88,0,248,0,0,0,66,0,0,5,0,228,0,172,0,0,0,127,460,21,57,1605,720,0,19,0,75,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171128,18,66,18,0,46,87,31,0,859,0,0,351,10,308,0,14,70,40,22,0,0,0,1150,3200,498,703,0,48,0,10,559,111,38,0,264,81,42,62,402,1350,0,52,123,3,13,0,0,46,0,0,173,162,613,0,0,0,0,1832,24,0,5,425,2325,2,8,0,31,0,0,0,0,226,759,1529,1982,128,5015,8,0,373,207,8,7,19,30,351,0,0,1051,0,0,153,0,8,2939,50,68,181,60,0,999,115,84,0,530,466,3,101,148,0,0,0,2084,88,0,99,139,5,0,0,466,44,92,557,139,217,69,17,60,10,33,48,0,0,186,17,0,2,5,8,286,217,151,4291,832,0,0,0,4719,24,153,0,1457,0,1014,4781,2052,263,1,1370,591,1139,0,4694,0,0,66,0,208,0,0,0,73,0,0,3,0,215,0,185,0,0,0,125,496,17,59,1628,756,0,16,0,36,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171129,18,37,19,0,23,36,25,0,476,0,0,307,30,290,0,7,50,18,6,0,0,0,711,2030,363,319,0,64,0,22,219,71,45,0,123,70,28,39,235,926,0,34,123,2,3,0,0,34,0,0,120,61,245,0,0,0,0,785,33,0,5,445,1548,8,8,0,12,0,0,0,0,106,362,762,780,158,4112,16,0,288,157,16,9,19,21,243,0,0,472,0,0,149,0,6,1951,62,90,159,38,0,396,98,93,0,206,246,1,125,81,0,0,0,837,71,0,78,47,3,0,0,222,50,89,302,75,114,68,19,55,21,38,56,0,0,116,18,0,1,7,11,189,133,120,2224,434,0,0,0,2985,31,88,0,606,0,813,2810,1662,198,0,626,226,554,0,3411,0,0,36,0,198,0,0,0,56,0,0,2,0,128,0,160,0,0,0,107,220,18,33,1065,317,0,13,0,36,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171130,9,41,9,0,22,46,11,0,455,0,0,228,0,212,0,7,49,15,13,0,0,0,697,2174,338,340,0,36,0,2,262,56,17,0,154,39,12,20,196,939,0,15,93,1,13,0,0,28,0,0,83,93,318,0,0,0,0,1046,22,0,0,308,1448,0,2,0,16,0,0,0,0,127,320,706,945,101,3782,0,0,181,104,0,5,9,7,227,0,0,610,0,0,98,0,2,1993,31,47,100,30,0,504,61,88,0,227,290,2,65,56,0,0,0,1081,49,0,56,40,3,0,0,247,26,67,320,79,103,42,9,38,11,26,46,0,0,108,8,0,1,6,13,196,139,94,2362,363,0,0,0,3055,17,106,0,760,0,813,3005,1582,161,0,623,251,553,0,3542,0,0,52,0,143,0,0,0,40,0,0,1,0,120,0,115,0,0,0,97,248,9,39,1128,403,0,8,0,37,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171201,11,34,11,0,17,46,21,0,553,0,0,277,10,240,0,11,49,21,9,0,0,0,946,2741,423,342,0,66,0,12,318,89,27,0,164,35,35,40,316,1058,0,28,102,0,13,0,0,28,0,0,132,77,307,0,0,0,0,1252,18,0,7,360,1738,4,10,0,30,0,0,0,0,167,428,780,1385,130,4489,12,0,323,166,12,9,11,26,281,0,0,632,0,0,151,0,2,2340,75,80,130,44,0,547,85,78,0,253,308,0,64,109,0,0,0,1079,84,0,85,64,13,0,0,304,34,69,403,99,137,62,10,34,16,34,50,0,0,142,10,0,0,6,12,242,181,129,3016,464,0,0,0,3753,16,125,0,909,0,942,3544,1802,213,0,1039,326,639,0,4320,0,0,51,0,163,0,0,0,49,0,0,5,0,181,0,131,0,0,0,100,329,10,42,1376,478,0,10,0,46,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171204,7,63,7,0,26,72,19,0,610,142,0,80,20,76,0,23,112,35,0,0,0,0,687,0,0,369,0,59,0,18,461,121,36,0,252,84,43,64,406,285,0,45,54,0,0,0,0,35,0,0,164,153,380,0,0,0,0,1430,17,0,0,548,2111,4,28,0,28,0,0,0,0,194,606,1270,2199,104,99,6,0,289,45,6,5,7,29,322,0,0,681,0,0,143,0,18,601,84,270,147,67,0,0,93,120,0,288,390,0,94,176,0,0,0,1309,105,0,154,95,15,0,0,441,17,7,524,146,228,0,18,6,9,38,24,0,0,235,17,0,0,0,0,396,269,208,3754,521,0,0,0,4600,18,158,0,1127,0,0,5545,606,372,0,961,330,847,0,2437,0,0,66,0,194,0,7,0,21,0,0,0,0,237,0,42,0,240,0,0,349,9,57,2926,593,0,0,0,53,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20171205,7,44,7,0,34,73,21,0,728,121,0,76,10,77,0,7,72,21,0,0,0,0,629,0,0,399,0,32,0,19,417,111,28,0,346,76,35,52,303,256,0,27,49,0,0,0,0,42,0,0,148,107,396,0,0,0,0,1496,18,0,0,423,2339,0,6,0,25,0,0,0,0,207,619,1403,2034,70,104,7,0,249,46,8,4,7,20,303,0,0,630,0,0,114,0,19,622,38,121,89,52,0,2,85,77,0,253,352,0,46,174,0,0,0,1349,70,0,129,99,10,0,0,368,13,7,524,134,175,0,13,7,10,26,22,0,0,221,14,0,0,0,0,340,243,204,4053,490,0,0,0,4779,16,173,0,1294,0,0,5866,556,289,0,1305,425,1020,0,2492,0,0,54,0,121,0,7,0,19,0,0,0,0,209,0,36,0,288,0,0,332,7,38,2954,524,0,0,0,35,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
